count,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_clean,Emotions,text_sep,Hashtags_sep,Country_sep
1,Contemplating life's mysteries under the starry night sky.         , Contemplation ,2016/7/2 23:30, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,2016,7,2,23,Contemplation,Neutral,"['Contemplating', ""life's"", 'mysteries', 'under', 'the', 'starry', 'night', 'sky.']","['#Contemplation', '#StarryNight']",['UK']
1,Joyful reunion with long-lost friends after years of separation.   , JoyfulReunion ,2020/11/18 17:10, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,2020,11,18,17,Joyfulreunion,Unknown,"['Joyful', 'reunion', 'with', 'long-lost', 'friends', 'after', 'years', 'of', 'separation.']","['#JoyfulReunion', '#Friendship']",['India']
1,Excitement builds while preparing for a surprise celebration.     , Excitement    ,2023/3/5 15:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,2023,3,5,15,Excitement,Positive,"['Excitement', 'builds', 'while', 'preparing', 'for', 'a', 'surprise', 'celebration.']","['#Excitement', '#SurpriseCelebration']",['Australia']
1,Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,2015/12/1 11:30, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,2015,12,1,11,Satisfaction,Positive,"['Satisfaction', 'derived', 'from', 'successfully', 'completing', 'a', 'DIY', 'project.']","['#Satisfaction', '#DIYProject']",['USA']
1,Feeling blessed for the supportive community in times of need.    , Blessed       ,2021/9/10 9:45, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18,35, UK                ,2021,9,10,9,Blessed,Positive,"['Feeling', 'blessed', 'for', 'the', 'supportive', 'community', 'in', 'times', 'of', 'need.']","['#Blessed', '#SupportiveCommunity']",['UK']
1,Captivated by the serenity of a tranquil garden in full bloom.     , Serenity      ,2018/5/12 14:20, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22,45, Canada            ,2018,5,12,14,Serenity,Neutral,"['Captivated', 'by', 'the', 'serenity', 'of', 'a', 'tranquil', 'garden', 'in', 'full', 'bloom.']","['#Serenity', '#TranquilGarden']",['Canada']
1,Anticipation for an upcoming adventure in an exotic destination.   , Anticipation  ,2022/7/25 10:00, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40,80, India             ,2022,7,25,10,Anticipation,Positive,"['Anticipation', 'for', 'an', 'upcoming', 'adventure', 'in', 'an', 'exotic', 'destination.']","['#Anticipation', '#AdventureAwaits']",['India']
1,Reflecting on personal growth achieved through life experiences.  , Reflection    ,2019/3/8 18:30, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35,70, USA               ,2019,3,8,18,Reflection,Neutral,"['Reflecting', 'on', 'personal', 'growth', 'achieved', 'through', 'life', 'experiences.']","['#Reflection', '#PersonalGrowth']",['USA']
1,Nostalgic memories flood in while revisiting childhood favorites. , Nostalgia     ,2017/1/28 21:15, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20,40, Australia          ,2017,1,28,21,Nostalgia,Neutral,"['Nostalgic', 'memories', 'flood', 'in', 'while', 'revisiting', 'childhood', 'favorites.']","['#Nostalgia', '#ChildhoodFavorites']",['Australia']
1,Appreciation for the vibrant culture experienced during travel.   , Appreciation  ,2016/11/14 13:45, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28,55, UK                ,2016,11,14,13,Appreciation,Positive,"['Appreciation', 'for', 'the', 'vibrant', 'culture', 'experienced', 'during', 'travel.']","['#Appreciation', '#CulturalExperience']",['UK']
1,Confidence soars after overcoming public speaking anxiety.       , Confidence    ,2020/4/2 17:30, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15,30, USA               ,2020,4,2,17,Confidence,Positive,"['Confidence', 'soars', 'after', 'overcoming', 'public', 'speaking', 'anxiety.']","['#Confidence', '#OvercomingAnxiety']",['USA']
1,Contentment in the midst of a family gathering filled with laughter. , Contentment   ,2023/1/15 19:00, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25,50, Canada            ,2023,1,15,19,Contentment,Neutral,"['Contentment', 'in', 'the', 'midst', 'of', 'a', 'family', 'gathering', 'filled', 'with', 'laughter.']","['#Contentment', '#FamilyLaughter']",['Canada']
1,Enthusiasm for learning new skills and expanding knowledge.      , Enthusiasm    ,2018/8/7 12:15, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30,60, India             ,2018,8,7,12,Enthusiasm,Positive,"['Enthusiasm', 'for', 'learning', 'new', 'skills', 'and', 'expanding', 'knowledge.']","['#Enthusiasm', '#SkillBuilding']",['India']
1,Surprise and delight at discovering a hidden gem in the city.    , Surprise      ,2019/10/18 16:45, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18,35, UK                ,2019,10,18,16,Surprise,Positive,"['Surprise', 'and', 'delight', 'at', 'discovering', 'a', 'hidden', 'gem', 'in', 'the', 'city.']","['#Surprise', '#HiddenGem']",['UK']
1,A sense of accomplishment after completing a challenging workout., Accomplishment ,2022/6/30 7:00, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22,45, Australia          ,2022,6,30,7,Accomplishment,Positive,"['A', 'sense', 'of', 'accomplishment', 'after', 'completing', 'a', 'challenging', 'workout.']","['#Accomplishment', '#FitnessSuccess']",['Australia']
1,Wonderment at the beauty of a double rainbow after the rain.     , Wonderment    ,2017/6/12 18:20, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35,70, USA               ,2017,6,12,18,Wonderment,Positive,"['Wonderment', 'at', 'the', 'beauty', 'of', 'a', 'double', 'rainbow', 'after', 'the', 'rain.']","['#Wonderment', '#DoubleRainbow']",['USA']
1,Optimism for a bright future amidst challenging times.           , Optimism      ,2021/7/5 9:30, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20,40, Canada            ,2021,7,5,9,Optimism,Positive,"['Optimism', 'for', 'a', 'bright', 'future', 'amidst', 'challenging', 'times.']","['#Optimism', '#BrightFuture']",['Canada']
1,Pride in achieving a personal milestone in career progression.   , Pride         ,2016/4/15 14:50, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28,55, UK                ,2016,4,15,14,Pride,Positive,"['Pride', 'in', 'achieving', 'a', 'personal', 'milestone', 'in', 'career', 'progression.']","['#Pride', '#CareerMilestone']",['UK']
1,Happiness blooms like flowers in a garden on a sunny day.        , Happiness     ,2020/2/10 11:15, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15,30, India             ,2020,2,10,11,Happiness,Positive,"['Happiness', 'blooms', 'like', 'flowers', 'in', 'a', 'garden', 'on', 'a', 'sunny', 'day.']","['#Happiness', '#SunnyDay']",['India']
1,Elation over discovering a rare book in a quaint bookstore.      , Elation       ,2018/9/22 16:30, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40,80, USA               ,2018,9,22,16,Elation,Positive,"['Elation', 'over', 'discovering', 'a', 'rare', 'book', 'in', 'a', 'quaint', 'bookstore.']","['#Elation', '#RareBookDiscovery']",['USA']
1,Curiosity piqued by the mysteries of an ancient archaeological site., Curiosity   ,2015/11/8 10:00, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18,35, Australia          ,2015,11,8,10,Curiosity,Neutral,"['Curiosity', 'piqued', 'by', 'the', 'mysteries', 'of', 'an', 'ancient', 'archaeological', 'site.']","['#Curiosity', '#AncientMysteries']",['Australia']
1,Mesmerized by the cosmic dance of fireflies on a moonlit night.    , Enchantment   ,2022/8/10 22:00, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25,50, Brazil           ,2022,8,10,22,Enchantment,Positive,"['Mesmerized', 'by', 'the', 'cosmic', 'dance', 'of', 'fireflies', 'on', 'a', 'moonlit', 'night.']","['#Enchantment', '#CosmicFireflies']",['Brazil']
1,Intrigued by the symphony of colors in an abstract art exhibition. , Intrigue      ,2019/4/5 17:30, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18,35, France           ,2019,4,5,17,Intrigue,Neutral,"['Intrigued', 'by', 'the', 'symphony', 'of', 'colors', 'in', 'an', 'abstract', 'art', 'exhibition.']","['#Intrigue', '#AbstractArt']",['France']
1,Giggles and joy echo in the air during a children's playdate.      , PlayfulJoy    ,2020/12/15 15:45, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22,45, Japan            ,2020,12,15,15,Playfuljoy,Unknown,"['Giggles', 'and', 'joy', 'echo', 'in', 'the', 'air', 'during', 'a', ""children's"", 'playdate.']","['#PlayfulJoy', '#ChildrensPlaydate']",['Japan']
1,Enveloped in serenity while practicing mindfulness by the lake.    , Mindfulness   ,2017/10/20 8:15, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35,70, Canada           ,2017,10,20,8,Mindfulness,Neutral,"['Enveloped', 'in', 'serenity', 'while', 'practicing', 'mindfulness', 'by', 'the', 'lake.']","['#Mindfulness', '#LakeTranquility']",['Canada']
1,Chasing dreams like a kite soaring high in the vast open sky.      , DreamChaser   ,2021/2/28 13:00, SkyDreamer      , Twitter  , #DreamChaser #SkyHighDreams              ,30,60, Australia         ,2021,2,28,13,Dreamchaser,Unknown,"['Chasing', 'dreams', 'like', 'a', 'kite', 'soaring', 'high', 'in', 'the', 'vast', 'open', 'sky.']","['#DreamChaser', '#SkyHighDreams']",['Australia']
1,Spellbound by the elegance of a ballroom dance under crystal chandeliers. , Elegance ,2018/6/12 20:30, DanceEnthusiast , Facebook , #Elegance #BallroomDance                ,28,55, UK               ,2018,6,12,20,Elegance,Neutral,"['Spellbound', 'by', 'the', 'elegance', 'of', 'a', 'ballroom', 'dance', 'under', 'crystal', 'chandeliers.']","['#Elegance', '#BallroomDance']",['UK']
1,Whimsical delight in a world of fairy tales and magical creatures.  , Whimsy        ,2016/3/8 14:20, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20,40, USA             ,2016,3,8,14,Whimsy,Positive,"['Whimsical', 'delight', 'in', 'a', 'world', 'of', 'fairy', 'tales', 'and', 'magical', 'creatures.']","['#Whimsy', '#MagicalWorld']",['USA']
1,Pensive contemplation amid the ancient ruins of a forgotten civilization. , Pensive ,2023/4/18 17:10, RuinsExplorer   , Twitter  , #Pensive #AncientCivilization           ,18,35, Greece           ,2023,4,18,17,Pensive,Neutral,"['Pensive', 'contemplation', 'amid', 'the', 'ancient', 'ruins', 'of', 'a', 'forgotten', 'civilization.']","['#Pensive', '#AncientCivilization']",['Greece']
1,Embracing the thrill of speed on a rollercoaster's exhilarating twists. , Thrill      ,2020/7/25 12:45, RollercoasterFan , Facebook , #Thrill #RollercoasterAdventure        ,22,45, Germany         ,2020,7,25,12,Thrill,Positive,"['Embracing', 'the', 'thrill', 'of', 'speed', 'on', 'a', ""rollercoaster's"", 'exhilarating', 'twists.']","['#Thrill', '#RollercoasterAdventure']",['Germany']
1,Harmony resonates as musicians play a melody of unity and togetherness. , Harmony    ,2019/11/30 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19,Harmony,Neutral,"['Harmony', 'resonates', 'as', 'musicians', 'play', 'a', 'melody', 'of', 'unity', 'and', 'togetherness.']","['#Harmony', '#MusicalUnity']",['Sweden']
1,A burst of creativity in the quiet solitude of an artist's studio.  , Creativity   ,2015/9/1 16:00, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15,30, Italy           ,2015,9,1,16,Creativity,Positive,"['A', 'burst', 'of', 'creativity', 'in', 'the', 'quiet', 'solitude', 'of', 'an', ""artist's"", 'studio.']","['#Creativity', '#ArtistsHaven']",['Italy']
1,Radiant joy akin to blooming flowers on a sun-kissed spring morning. , Radiance    ,2022/5/5 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10,Radiance,Positive,"['Radiant', 'joy', 'akin', 'to', 'blooming', 'flowers', 'on', 'a', 'sun-kissed', 'spring', 'morning.']","['#Radiance', '#SpringBlooms']",['Netherlands']
1,A sense of wonder at the vastness of the cosmos on a stargazing night. , Wonder     ,2018/7/8 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23,Wonder,Positive,"['A', 'sense', 'of', 'wonder', 'at', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night.']","['#Wonder', '#StargazingAdventure']","['South', 'Africa']"
1,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021/9/20 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14,Rejuvenation,Positive,"['Rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside.']","['#Rejuvenation', '#SeasideEscape']",['Spain']
1,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration ,2016/11/15 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11,Inspiration,Positive,"['Whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest.']","['#Inspiration', '#ForestWhispers']",['Portugal']
1,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020/1/12 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18,Coziness,Neutral,"['Savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening.']","['#Coziness', '#WarmWinterEvening']",['Switzerland']
1,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017/12/28 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19,Gratitude,Positive,"['Heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion.']","['#Gratitude', '#FamilyLaughter']",['Austria']
1,"Embarking on a culinary adventure, savoring exotic flavors around the world. ", Adventure ,2019/3/2 20:20, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,2019,3,2,20,Adventure,Neutral,"['Embarking', 'on', 'a', 'culinary', 'adventure,', 'savoring', 'exotic', 'flavors', 'around', 'the', 'world.']","['#Adventure', '#CulinaryJourney']",['Belgium']
1,Euphoria floods in as the final puzzle piece clicks into place.       , Euphoria   ,2022/6/8 15:30, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,2022,6,8,15,Euphoria,Positive,"['Euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'clicks', 'into', 'place.']","['#Euphoria', '#PuzzleCompletion']",['Denmark']
1,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018/8/18 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14,Awe,Positive,"['Awe-inspired', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', ""cathedral's"", 'intricate', 'architecture.']","['#Awe', '#ArchitecturalGrandeur']","['Czech', 'Republic']"
1,Captivated by the ethereal beauty of a field filled with fireflies. , Enchantment   ,2022/8/10 22:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,2022,8,10,22,Enchantment,Positive,"['Captivated', 'by', 'the', 'ethereal', 'beauty', 'of', 'a', 'field', 'filled', 'with', 'fireflies.']","['#Enchantment', '#FireflyField']",['Brazil']
1,Immersed in the enchanting melodies of a street musician's violin. , Melodic       ,2019/4/5 17:30, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,2019,4,5,17,Melodic,Positive,"['Immersed', 'in', 'the', 'enchanting', 'melodies', 'of', 'a', 'street', ""musician's"", 'violin.']","['#Melodic', '#StreetMusic']",['France']
1,Joyful laughter resonates through a lively summer carnival.         , FestiveJoy    ,2020/12/15 15:45, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,2020,12,15,15,Festivejoy,Unknown,"['Joyful', 'laughter', 'resonates', 'through', 'a', 'lively', 'summer', 'carnival.']","['#FestiveJoy', '#SummerCarnival']",['Japan']
1,Exploring the universe within during a mindful meditation session. , InnerJourney  ,2017/10/20 8:15, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,2017,10,20,8,Innerjourney,Unknown,"['Exploring', 'the', 'universe', 'within', 'during', 'a', 'mindful', 'meditation', 'session.']","['#InnerJourney', '#MeditationBliss']",['Canada']
1,Soaring like a free spirit on the winds of a coastal cliff.        , Freedom       ,2021/2/28 13:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,2021,2,28,13,Freedom,Positive,"['Soaring', 'like', 'a', 'free', 'spirit', 'on', 'the', 'winds', 'of', 'a', 'coastal', 'cliff.']","['#Freedom', '#CoastalAdventure']",['Australia']
1,Dazzled by the elegance of a masquerade ball's dazzling costumes. , Dazzle        ,2018/6/12 20:30, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,2018,6,12,20,Dazzle,Positive,"['Dazzled', 'by', 'the', 'elegance', 'of', 'a', 'masquerade', ""ball's"", 'dazzling', 'costumes.']","['#Dazzle', '#MasqueradeElegance']",['UK']
1,Whimsical delight in a world of whimsical fairy tales.             , Whimsy        ,2016/3/8 14:20, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,2016,3,8,14,Whimsy,Positive,"['Whimsical', 'delight', 'in', 'a', 'world', 'of', 'whimsical', 'fairy', 'tales.']","['#Whimsy', '#FairyTaleMagic']",['USA']
1,Reflective contemplation amid the ruins of a forgotten era.        , Reflection    ,2023/4/18 17:10, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,2023,4,18,17,Reflection,Neutral,"['Reflective', 'contemplation', 'amid', 'the', 'ruins', 'of', 'a', 'forgotten', 'era.']","['#Reflection', '#ForgottenEra']",['Greece']
1,Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,2020/7/25 12:45, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,2020,7,25,12,Adrenaline,Positive,"['Riding', 'the', 'adrenaline', 'rush', 'on', 'a', ""rollercoaster's"", 'wild', 'twists.']","['#Adrenaline', '#RollercoasterThrills']",['Germany']
1,Harmony resonates as musicians play a symphony of unity.           , Harmony       ,2019/11/30 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19,Harmony,Neutral,"['Harmony', 'resonates', 'as', 'musicians', 'play', 'a', 'symphony', 'of', 'unity.']","['#Harmony', '#MusicalUnity']",['Sweden']
1,A burst of artistic creativity in the quietude of an artist's studio. , ArtisticBurst ,2015/9/1 16:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,2015,9,1,16,Artisticburst,Unknown,"['A', 'burst', 'of', 'artistic', 'creativity', 'in', 'the', 'quietude', 'of', 'an', ""artist's"", 'studio.']","['#ArtisticBurst', '#StudioCreativity']",['Italy']
1,Radiant joy akin to blossoming flowers on a sunlit spring morning. , Radiance      ,2022/5/5 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10,Radiance,Positive,"['Radiant', 'joy', 'akin', 'to', 'blossoming', 'flowers', 'on', 'a', 'sunlit', 'spring', 'morning.']","['#Radiance', '#SpringBlooms']",['Netherlands']
1,Awe-inspired by the vastness of the cosmos on a stargazing night.   , Wonder       ,2018/7/8 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23,Wonder,Positive,"['Awe-inspired', 'by', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night.']","['#Wonder', '#StargazingAdventure']","['South', 'Africa']"
1,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021/9/20 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14,Rejuvenation,Positive,"['Rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside.']","['#Rejuvenation', '#SeasideEscape']",['Spain']
1,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration  ,2016/11/15 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11,Inspiration,Positive,"['Whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest.']","['#Inspiration', '#ForestWhispers']",['Portugal']
1,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020/1/12 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18,Coziness,Neutral,"['Savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening.']","['#Coziness', '#WarmWinterEvening']",['Switzerland']
1,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017/12/28 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19,Gratitude,Positive,"['Heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion.']","['#Gratitude', '#FamilyLaughter']",['Austria']
1,"Embarking on a culinary odyssey, savoring flavors around the world. ", CulinaryOdyssey ,2019/3/2 20:20, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,2019,3,2,20,Culinaryodyssey,Unknown,"['Embarking', 'on', 'a', 'culinary', 'odyssey,', 'savoring', 'flavors', 'around', 'the', 'world.']","['#CulinaryOdyssey', '#FlavorsAroundTheWorld']",['Belgium']
1,Euphoria floods in as the final puzzle piece fits perfectly.       , Euphoria     ,2022/6/8 15:30, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,2022,6,8,15,Euphoria,Positive,"['Euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'fits', 'perfectly.']","['#Euphoria', '#PerfectPuzzle']",['Denmark']
1,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018/8/18 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14,Awe,Positive,"['Awe-struck', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', ""cathedral's"", 'intricate', 'architecture.']","['#Awe', '#ArchitecturalGrandeur']","['Czech', 'Republic']"
1,Curiosity awakened by the mysteries of an ancient archaeological site. , Curiosity  ,2015/11/8 10:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,2015,11,8,10,Curiosity,Neutral,"['Curiosity', 'awakened', 'by', 'the', 'mysteries', 'of', 'an', 'ancient', 'archaeological', 'site.']","['#Curiosity', '#AncientMysteries']",['Australia']
1,Giddy with excitement as the first snowflakes dance from the sky. , Excitement   ,2020/12/2 17:30, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,2020,12,2,17,Excitement,Positive,"['Giddy', 'with', 'excitement', 'as', 'the', 'first', 'snowflakes', 'dance', 'from', 'the', 'sky.']","['#Excitement', '#SnowfallMagic']",['Canada']
1,Contentment envelops as the aroma of freshly baked bread fills the air. , Contentment ,2017/6/10 12:15, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,2017,6,10,12,Contentment,Neutral,"['Contentment', 'envelops', 'as', 'the', 'aroma', 'of', 'freshly', 'baked', 'bread', 'fills', 'the', 'air.']","['#Contentment', '#FreshBreadAroma']",['France']
1,Inspired by the resilience of a lone tree standing tall in a storm. , Resilience   ,2021/4/15 14:20, NatureResilient , Facebook , #Resilience #StandingTall              ,35,70, USA             ,2021,4,15,14,Resilience,Positive,"['Inspired', 'by', 'the', 'resilience', 'of', 'a', 'lone', 'tree', 'standing', 'tall', 'in', 'a', 'storm.']","['#Resilience', '#StandingTall']",['USA']
1,"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,2019/9/28 19:45, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,2019,9,28,19,Immersion,Positive,"['Lost', 'in', 'the', 'pages', 'of', 'a', 'captivating', 'novel,', 'transported', 'to', 'another', 'world.']","['#Immersion', '#CaptivatingNovel']",['UK']
1,Drenched in nostalgia while flipping through an old family photo album. , Nostalgia ,2016/12/5 21:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,2016,12,5,21,Nostalgia,Neutral,"['Drenched', 'in', 'nostalgia', 'while', 'flipping', 'through', 'an', 'old', 'family', 'photo', 'album.']","['#Nostalgia', '#FamilyPhotoAlbum']",['India']
1,Spark of inspiration ignites like a shooting star in the night sky. , Spark        ,2018/2/10 23:30, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,2018,2,10,23,Spark,Positive,"['Spark', 'of', 'inspiration', 'ignites', 'like', 'a', 'shooting', 'star', 'in', 'the', 'night', 'sky.']","['#Spark', '#InspirationIgnited']",['Australia']
1,Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,2023/2/15 8:30, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,2023,2,15,8,Gratitude,Positive,"['Imbued', 'with', 'gratitude', 'for', 'the', 'simple', 'pleasure', 'of', 'a', 'warm', 'cup', 'of', 'tea.']","['#Gratitude', '#WarmTea']",['Japan']
1,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,2015/8/22 15:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15,Marvel,Positive,"['Marveling', 'at', 'the', 'kaleidoscope', 'of', 'colors', 'in', 'a', 'vibrant', 'street', 'market.']","['#Marvel', '#ColorfulStreetMarket']",['Brazil']
1,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,2020/11/20 18:45, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,2020,11,20,18,Serenity,Neutral,"['Awash', 'with', 'serenity', 'as', 'the', 'sun', 'sets', 'over', 'a', 'tranquil', 'lakeside', 'retreat.']","['#Serenity', '#TranquilSunset']",['Germany']
1,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,2019/8/5 21:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,2019,8,5,21,Heartbreak,Negative,"['Drowning', 'in', 'sorrow', 'as', 'memories', 'of', 'lost', 'love', 'resurface.']","['#Heartbreak', '#LostLove']",['USA']
1,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2021/2/12 16:45, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,2021,2,12,16,Loneliness,Negative,"['Numbness', 'sets', 'in', 'as', 'the', 'weight', 'of', 'loneliness', 'grows', 'heavier.']","['#Loneliness', '#HeavyHeart']",['Canada']
